DataZone,InterZone,MMWard,Council,SPConst,CHP,HBCode
S01007712,S02001449,S13002548,S12000042,S16000098,S03000039,S08000027
S01007713,S02001449,S13002548,S12000042,S16000098,S03000039,S08000027
S01007714,S02001450,S13002548,S12000042,S16000098,S03000039,S08000027
S01007715,S02001450,S13002548,S12000042,S16000098,S03000039,S08000027
S01007716,S02001450,S13002548,S12000042,S16000099,S03000039,S08000027
S01007717,S02001450,S13002548,S12000042,S16000098,S03000039,S08000027
S01007718,S02001450,S13002548,S12000042,S16000098,S03000039,S08000027
S01007719,S02001450,S13002548,S12000042,S16000098,S03000039,S08000027
S01007720,S02001451,S13002549,S12000042,S16000098,S03000039,S08000027
S01007721,S02001451,S13002549,S12000042,S16000098,S03000039,S08000027
S01007722,S02001451,S13002549,S12000042,S16000098,S03000039,S08000027
S01007723,S02001451,S13002548,S12000042,S16000098,S03000039,S08000027
S01007724,S02001451,S13002548,S12000042,S16000098,S03000039,S08000027
S01007725,S02001451,S13002548,S12000042,S16000098,S03000039,S08000027
S01007726,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007727,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007728,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007729,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007730,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007731,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007732,S02001452,S13002549,S12000042,S16000098,S03000039,S08000027
S01007733,S02001453,S13002549,S12000042,S16000098,S03000039,S08000027
S01007734,S02001453,S13002549,S12000042,S16000098,S03000039,S08000027
S01007735,S02001453,S13002549,S12000042,S16000098,S03000039,S08000027
S01007736,S02001453,S13002549,S12000042,S16000098,S03000039,S08000027
S01007737,S02001454,S13002549,S12000042,S16000098,S03000039,S08000027
S01007738,S02001454,S13002551,S12000042,S16000098,S03000039,S08000027
S01007739,S02001454,S13002551,S12000042,S16000098,S03000039,S08000027
S01007740,S02001454,S13002551,S12000042,S16000098,S03000039,S08000027
S01007741,S02001454,S13002551,S12000042,S16000098,S03000039,S08000027
S01007742,S02001454,S13002551,S12000042,S16000098,S03000039,S08000027
S01007743,S02001455,S13002551,S12000042,S16000098,S03000039,S08000027
S01007744,S02001455,S13002551,S12000042,S16000098,S03000039,S08000027
S01007745,S02001455,S13002551,S12000042,S16000098,S03000039,S08000027
S01007746,S02001455,S13002551,S12000042,S16000098,S03000039,S08000027
S01007747,S02001455,S13002551,S12000042,S16000098,S03000039,S08000027
S01007748,S02001455,S13002551,S12000042,S16000098,S03000039,S08000027
S01007749,S02001456,S13002551,S12000042,S16000098,S03000039,S08000027
S01007750,S02001456,S13002552,S12000042,S16000098,S03000039,S08000027
S01007751,S02001456,S13002552,S12000042,S16000098,S03000039,S08000027
S01007752,S02001456,S13002552,S12000042,S16000098,S03000039,S08000027
S01007753,S02001457,S13002551,S12000042,S16000098,S03000039,S08000027
S01007754,S02001457,S13002551,S12000042,S16000098,S03000039,S08000027
S01007755,S02001457,S13002551,S12000042,S16000098,S03000039,S08000027
S01007756,S02001457,S13002551,S12000042,S16000098,S03000039,S08000027
S01007757,S02001458,S13002552,S12000042,S16000098,S03000039,S08000027
S01007758,S02001458,S13002552,S12000042,S16000098,S03000039,S08000027
S01007759,S02001458,S13002552,S12000042,S16000098,S03000039,S08000027
S01007760,S02001458,S13002552,S12000042,S16000098,S03000039,S08000027
S01007761,S02001458,S13002552,S12000042,S16000098,S03000039,S08000027
S01007762,S02001458,S13002552,S12000042,S16000098,S03000039,S08000027
S01007763,S02001459,S13002552,S12000042,S16000098,S03000039,S08000027
S01007764,S02001459,S13002552,S12000042,S16000098,S03000039,S08000027
S01007765,S02001459,S13002552,S12000042,S16000098,S03000039,S08000027
S01007766,S02001459,S13002552,S12000042,S16000098,S03000039,S08000027
S01007767,S02001459,S13002552,S12000042,S16000098,S03000039,S08000027
S01007768,S02001460,S13002552,S12000042,S16000098,S03000039,S08000027
S01007769,S02001460,S13002552,S12000042,S16000098,S03000039,S08000027
S01007770,S02001460,S13002552,S12000042,S16000098,S03000039,S08000027
S01007771,S02001460,S13002552,S12000042,S16000098,S03000039,S08000027
S01007772,S02001460,S13002552,S12000042,S16000098,S03000039,S08000027
S01007773,S02001460,S13002552,S12000042,S16000098,S03000039,S08000027
S01007774,S02001461,S13002552,S12000042,S16000098,S03000039,S08000027
S01007775,S02001461,S13002552,S12000042,S16000098,S03000039,S08000027
S01007776,S02001461,S13002552,S12000042,S16000098,S03000039,S08000027
S01007777,S02001461,S13002552,S12000042,S16000098,S03000039,S08000027
S01007778,S02001461,S13002552,S12000042,S16000098,S03000039,S08000027
S01007779,S02001461,S13002830,S12000042,S16000098,S03000039,S08000027
S01007780,S02001461,S13002830,S12000042,S16000098,S03000039,S08000027
S01007781,S02001461,S13002830,S12000042,S16000098,S03000039,S08000027
S01007782,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007783,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007784,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007785,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007786,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007787,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007788,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007789,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007790,S02001462,S13002830,S12000042,S16000098,S03000039,S08000027
S01007791,S02001463,S13002830,S12000042,S16000098,S03000039,S08000027
S01007792,S02001463,S13002830,S12000042,S16000098,S03000039,S08000027
S01007793,S02001463,S13002830,S12000042,S16000098,S03000039,S08000027
S01007794,S02001463,S13002830,S12000042,S16000098,S03000039,S08000027
S01007795,S02001463,S13002830,S12000042,S16000098,S03000039,S08000027
S01007796,S02001463,S13002830,S12000042,S16000099,S03000039,S08000027
S01007797,S02001463,S13002830,S12000042,S16000099,S03000039,S08000027
S01007798,S02001463,S13002830,S12000042,S16000099,S03000039,S08000027
S01007799,S02001463,S13002830,S12000042,S16000099,S03000039,S08000027
S01007800,S02001464,S13002551,S12000042,S16000098,S03000039,S08000027
S01007801,S02001464,S13002551,S12000042,S16000098,S03000039,S08000027
S01007802,S02001464,S13002551,S12000042,S16000098,S03000039,S08000027
S01007803,S02001464,S13002551,S12000042,S16000098,S03000039,S08000027
S01007804,S02001464,S13002551,S12000042,S16000098,S03000039,S08000027
S01007805,S02001464,S13002551,S12000042,S16000098,S03000039,S08000027
S01007806,S02001464,S13002830,S12000042,S16000098,S03000039,S08000027
S01007807,S02001465,S13002830,S12000042,S16000099,S03000039,S08000027
S01007808,S02001465,S13002545,S12000042,S16000099,S03000039,S08000027
S01007809,S02001465,S13002545,S12000042,S16000099,S03000039,S08000027
S01007810,S02001465,S13002545,S12000042,S16000099,S03000039,S08000027
S01007811,S02001466,S13002545,S12000042,S16000099,S03000039,S08000027
S01007812,S02001466,S13002545,S12000042,S16000099,S03000039,S08000027
S01007813,S02001466,S13002545,S12000042,S16000099,S03000039,S08000027
S01007814,S02001466,S13002545,S12000042,S16000099,S03000039,S08000027
S01007815,S02001466,S13002545,S12000042,S16000099,S03000039,S08000027
S01007816,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007817,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007818,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007819,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007820,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007821,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007822,S02001467,S13002545,S12000042,S16000099,S03000039,S08000027
S01007823,S02001468,S13002545,S12000042,S16000099,S03000039,S08000027
S01007824,S02001468,S13002548,S12000042,S16000098,S03000039,S08000027
S01007825,S02001468,S13002548,S12000042,S16000099,S03000039,S08000027
S01007826,S02001468,S13002546,S12000042,S16000099,S03000039,S08000027
S01007827,S02001468,S13002546,S12000042,S16000099,S03000039,S08000027
S01007828,S02001469,S13002548,S12000042,S16000099,S03000039,S08000027
S01007829,S02001469,S13002548,S12000042,S16000099,S03000039,S08000027
S01007830,S02001469,S13002548,S12000042,S16000099,S03000039,S08000027
S01007831,S02001469,S13002548,S12000042,S16000099,S03000039,S08000027
S01007832,S02001469,S13002548,S12000042,S16000099,S03000039,S08000027
S01007833,S02001469,S13002548,S12000042,S16000099,S03000039,S08000027
S01007834,S02001470,S13002547,S12000042,S16000099,S03000039,S08000027
S01007835,S02001470,S13002547,S12000042,S16000099,S03000039,S08000027
S01007836,S02001470,S13002546,S12000042,S16000099,S03000039,S08000027
S01007837,S02001470,S13002546,S12000042,S16000099,S03000039,S08000027
S01007838,S02001470,S13002546,S12000042,S16000099,S03000039,S08000027
S01007839,S02001471,S13002546,S12000042,S16000099,S03000039,S08000027
S01007840,S02001471,S13002546,S12000042,S16000099,S03000039,S08000027
S01007841,S02001471,S13002546,S12000042,S16000099,S03000039,S08000027
S01007842,S02001471,S13002546,S12000042,S16000099,S03000039,S08000027
S01007843,S02001471,S13002546,S12000042,S16000099,S03000039,S08000027
S01007844,S02001471,S13002546,S12000042,S16000099,S03000039,S08000027
S01007845,S02001472,S13002546,S12000042,S16000099,S03000039,S08000027
S01007846,S02001472,S13002546,S12000042,S16000099,S03000039,S08000027
S01007847,S02001472,S13002546,S12000042,S16000099,S03000039,S08000027
S01007848,S02001472,S13002546,S12000042,S16000099,S03000039,S08000027
S01007849,S02001472,S13002546,S12000042,S16000099,S03000039,S08000027
S01007850,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007851,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007852,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007853,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007854,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007855,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007856,S02001473,S13002546,S12000042,S16000099,S03000039,S08000027
S01007857,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007858,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007859,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007860,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007861,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007862,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007863,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007864,S02001474,S13002545,S12000042,S16000099,S03000039,S08000027
S01007865,S02001475,S13002545,S12000042,S16000099,S03000039,S08000027
S01007866,S02001475,S13002545,S12000042,S16000099,S03000039,S08000027
S01007867,S02001475,S13002546,S12000042,S16000099,S03000039,S08000027
S01007868,S02001475,S13002546,S12000042,S16000099,S03000039,S08000027
S01007869,S02001475,S13002547,S12000042,S16000099,S03000039,S08000027
S01007870,S02001476,S13002561,S12000008,S16000087,S03000001,S08000015
S01007871,S02001476,S13002561,S12000008,S16000087,S03000001,S08000015
S01007872,S02001476,S13002561,S12000008,S16000087,S03000001,S08000015
S01007873,S02001476,S13002561,S12000008,S16000087,S03000001,S08000015
S01007874,S02001476,S13002561,S12000008,S16000087,S03000001,S08000015
S01007875,S02001477,S13002561,S12000008,S16000087,S03000001,S08000015
S01007876,S02001477,S13002561,S12000008,S16000087,S03000001,S08000015
S01007877,S02001477,S13002561,S12000008,S16000087,S03000001,S08000015
S01007878,S02001477,S13002561,S12000008,S16000087,S03000001,S08000015
S01007879,S02001477,S13002561,S12000008,S16000087,S03000001,S08000015
S01007880,S02001477,S13002561,S12000008,S16000087,S03000001,S08000015
S01007881,S02001478,S13002561,S12000008,S16000087,S03000001,S08000015
S01007882,S02001478,S13002561,S12000008,S16000087,S03000001,S08000015
S01007883,S02001478,S13002560,S12000008,S16000087,S03000001,S08000015
S01007884,S02001478,S13002559,S12000008,S16000087,S03000001,S08000015
S01007885,S02001478,S13002559,S12000008,S16000087,S03000001,S08000015
S01007886,S02001478,S13002559,S12000008,S16000087,S03000001,S08000015
S01007887,S02001478,S13002559,S12000008,S16000087,S03000001,S08000015
S01007888,S02001479,S13002561,S12000008,S16000087,S03000001,S08000015
S01007889,S02001479,S13002561,S12000008,S16000087,S03000001,S08000015
S01007890,S02001479,S13002561,S12000008,S16000087,S03000001,S08000015
S01007891,S02001479,S13002561,S12000008,S16000087,S03000001,S08000015
S01007892,S02001480,S13002559,S12000008,S16000087,S03000001,S08000015
S01007893,S02001480,S13002559,S12000008,S16000087,S03000001,S08000015
S01007894,S02001480,S13002559,S12000008,S16000087,S03000001,S08000015
S01007895,S02001480,S13002559,S12000008,S16000087,S03000001,S08000015
S01007896,S02001480,S13002559,S12000008,S16000087,S03000001,S08000015
S01007897,S02001481,S13002560,S12000008,S16000087,S03000001,S08000015
S01007898,S02001481,S13002560,S12000008,S16000087,S03000001,S08000015
S01007899,S02001481,S13002559,S12000008,S16000087,S03000001,S08000015
S01007900,S02001481,S13002559,S12000008,S16000087,S03000001,S08000015
S01007901,S02001481,S13002559,S12000008,S16000087,S03000001,S08000015
S01007902,S02001481,S13002559,S12000008,S16000087,S03000001,S08000015
S01007903,S02001481,S13002559,S12000008,S16000087,S03000001,S08000015
S01007904,S02001481,S13002559,S12000008,S16000087,S03000001,S08000015
S01007905,S02001482,S13002560,S12000008,S16000087,S03000001,S08000015
S01007906,S02001482,S13002560,S12000008,S16000087,S03000001,S08000015
S01007907,S02001482,S13002560,S12000008,S16000087,S03000001,S08000015
S01007908,S02001482,S13002560,S12000008,S16000087,S03000001,S08000015
S01007909,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007910,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007911,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007912,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007913,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007914,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007915,S02001483,S13002560,S12000008,S16000087,S03000001,S08000015
S01007916,S02001484,S13002560,S12000008,S16000087,S03000001,S08000015
S01007917,S02001484,S13002560,S12000008,S16000087,S03000001,S08000015
S01007918,S02001484,S13002560,S12000008,S16000087,S03000001,S08000015
S01007919,S02001484,S13002560,S12000008,S16000087,S03000001,S08000015
S01007920,S02001484,S13002560,S12000008,S16000087,S03000001,S08000015
S01007921,S02001485,S13002559,S12000008,S16000087,S03000001,S08000015
S01007922,S02001485,S13002559,S12000008,S16000087,S03000001,S08000015
S01007923,S02001485,S13002559,S12000008,S16000087,S03000001,S08000015
S01007924,S02001485,S13002559,S12000008,S16000087,S03000001,S08000015
S01007925,S02001486,S13002558,S12000008,S16000126,S03000001,S08000015
S01007926,S02001486,S13002558,S12000008,S16000126,S03000001,S08000015
S01007927,S02001486,S13002558,S12000008,S16000126,S03000001,S08000015
S01007928,S02001486,S13002558,S12000008,S16000126,S03000001,S08000015
S01007929,S02001486,S13002553,S12000008,S16000126,S03000001,S08000015
S01007930,S02001486,S13002553,S12000008,S16000126,S03000001,S08000015
S01007931,S02001486,S13002553,S12000008,S16000126,S03000001,S08000015
S01007932,S02001487,S13002553,S12000008,S16000126,S03000001,S08000015
S01007933,S02001487,S13002553,S12000008,S16000126,S03000001,S08000015
S01007934,S02001487,S13002553,S12000008,S16000126,S03000001,S08000015
S01007935,S02001487,S13002553,S12000008,S16000126,S03000001,S08000015
S01007936,S02001487,S13002553,S12000008,S16000126,S03000001,S08000015
S01007937,S02001488,S13002553,S12000008,S16000126,S03000001,S08000015
S01007938,S02001488,S13002553,S12000008,S16000126,S03000001,S08000015
S01007939,S02001488,S13002553,S12000008,S16000126,S03000001,S08000015
S01007940,S02001489,S13002558,S12000008,S16000126,S03000001,S08000015
S01007941,S02001489,S13002558,S12000008,S16000126,S03000001,S08000015
S01007942,S02001489,S13002558,S12000008,S16000126,S03000001,S08000015
S01007943,S02001489,S13002558,S12000008,S16000126,S03000001,S08000015
S01007944,S02001489,S13002558,S12000008,S16000126,S03000001,S08000015
S01007945,S02001490,S13002558,S12000008,S16000126,S03000001,S08000015
S01007946,S02001490,S13002558,S12000008,S16000126,S03000001,S08000015
S01007947,S02001490,S13002558,S12000008,S16000126,S03000001,S08000015
S01007948,S02001490,S13002558,S12000008,S16000126,S03000001,S08000015
S01007949,S02001491,S13002558,S12000008,S16000126,S03000001,S08000015
S01007950,S02001491,S13002558,S12000008,S16000126,S03000001,S08000015
S01007951,S02001491,S13002558,S12000008,S16000126,S03000001,S08000015
S01007952,S02001491,S13002558,S12000008,S16000126,S03000001,S08000015
S01007953,S02001491,S13002558,S12000008,S16000126,S03000001,S08000015
S01007954,S02001491,S13002558,S12000008,S16000126,S03000001,S08000015
S01007955,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007956,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007957,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007958,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007959,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007960,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007961,S02001492,S13002556,S12000008,S16000126,S03000001,S08000015
S01007962,S02001493,S13002557,S12000008,S16000126,S03000001,S08000015
S01007963,S02001493,S13002557,S12000008,S16000126,S03000001,S08000015
S01007964,S02001493,S13002557,S12000008,S16000126,S03000001,S08000015
S01007965,S02001493,S13002557,S12000008,S16000126,S03000001,S08000015
S01007966,S02001493,S13002557,S12000008,S16000126,S03000001,S08000015
S01007967,S02001493,S13002557,S12000008,S16000126,S03000001,S08000015
S01007968,S02001494,S13002557,S12000008,S16000126,S03000001,S08000015
S01007969,S02001494,S13002557,S12000008,S16000126,S03000001,S08000015
S01007970,S02001494,S13002557,S12000008,S16000126,S03000001,S08000015
S01007971,S02001494,S13002557,S12000008,S16000126,S03000001,S08000015
S01007972,S02001494,S13002557,S12000008,S16000126,S03000001,S08000015
S01007973,S02001495,S13002557,S12000008,S16000126,S03000001,S08000015
S01007974,S02001495,S13002557,S12000008,S16000126,S03000001,S08000015
S01007975,S02001495,S13002557,S12000008,S16000126,S03000001,S08000015
S01007976,S02001495,S13002555,S12000008,S16000126,S03000001,S08000015
S01007977,S02001496,S13002556,S12000008,S16000126,S03000001,S08000015
S01007978,S02001496,S13002556,S12000008,S16000126,S03000001,S08000015
S01007979,S02001496,S13002556,S12000008,S16000126,S03000001,S08000015
S01007980,S02001496,S13002556,S12000008,S16000126,S03000001,S08000015
S01007981,S02001496,S13002556,S12000008,S16000126,S03000001,S08000015
S01007982,S02001497,S13002556,S12000008,S16000126,S03000001,S08000015
S01007983,S02001497,S13002556,S12000008,S16000126,S03000001,S08000015
S01007984,S02001497,S13002556,S12000008,S16000126,S03000001,S08000015
S01007985,S02001497,S13002556,S12000008,S16000126,S03000001,S08000015
S01007986,S02001498,S13002556,S12000008,S16000126,S03000001,S08000015
S01007987,S02001498,S13002556,S12000008,S16000126,S03000001,S08000015
S01007988,S02001498,S13002556,S12000008,S16000126,S03000001,S08000015
S01007989,S02001498,S13002556,S12000008,S16000126,S03000001,S08000015
S01007990,S02001498,S13002556,S12000008,S16000126,S03000001,S08000015
S01007991,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007992,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007993,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007994,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007995,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007996,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007997,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007998,S02001499,S13002554,S12000008,S16000126,S03000001,S08000015
S01007999,S02001500,S13002554,S12000008,S16000126,S03000001,S08000015
S01008000,S02001500,S13002554,S12000008,S16000126,S03000001,S08000015
S01008001,S02001500,S13002554,S12000008,S16000126,S03000001,S08000015
S01008002,S02001500,S13002554,S12000008,S16000126,S03000001,S08000015
S01008003,S02001500,S13002554,S12000008,S16000126,S03000001,S08000015
S01008004,S02001500,S13002554,S12000008,S16000126,S03000001,S08000015
S01008005,S02001501,S13002554,S12000008,S16000126,S03000001,S08000015
S01008006,S02001501,S13002554,S12000008,S16000126,S03000001,S08000015
S01008007,S02001501,S13002554,S12000008,S16000126,S03000001,S08000015
S01008008,S02001501,S13002554,S12000008,S16000126,S03000001,S08000015
S01008009,S02001501,S13002555,S12000008,S16000126,S03000001,S08000015
S01008010,S02001501,S13002555,S12000008,S16000126,S03000001,S08000015
S01008011,S02001501,S13002555,S12000008,S16000126,S03000001,S08000015
S01008012,S02001502,S13002555,S12000008,S16000126,S03000001,S08000015
S01008013,S02001502,S13002555,S12000008,S16000126,S03000001,S08000015
S01008014,S02001502,S13002555,S12000008,S16000126,S03000001,S08000015
S01008015,S02001502,S13002555,S12000008,S16000126,S03000001,S08000015
S01008016,S02001502,S13002555,S12000008,S16000126,S03000001,S08000015
S01008017,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008018,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008019,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008020,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008021,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008022,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008023,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008024,S02001503,S13002555,S12000008,S16000126,S03000001,S08000015
S01008025,S02001504,S13002555,S12000008,S16000126,S03000001,S08000015
S01008026,S02001504,S13002555,S12000008,S16000126,S03000001,S08000015
S01008027,S02001504,S13002555,S12000008,S16000126,S03000001,S08000015
S01008028,S02001504,S13002555,S12000008,S16000126,S03000001,S08000015
S01008029,S02001504,S13002555,S12000008,S16000126,S03000001,S08000015
S01008030,S02001505,S13002553,S12000008,S16000126,S03000001,S08000015
S01008031,S02001505,S13002553,S12000008,S16000126,S03000001,S08000015
S01008032,S02001505,S13002553,S12000008,S16000126,S03000001,S08000015
S01008033,S02001506,S13002562,S12000045,S16000089,S03000015,S08000021
S01008034,S02001506,S13002562,S12000045,S16000089,S03000015,S08000021
S01008035,S02001506,S13002562,S12000045,S16000089,S03000015,S08000021
S01008036,S02001506,S13002562,S12000045,S16000089,S03000015,S08000021
S01008037,S02001507,S13002562,S12000045,S16000089,S03000015,S08000021
S01008038,S02001507,S13002562,S12000045,S16000089,S03000015,S08000021
S01008039,S02001507,S13002562,S12000045,S16000089,S03000015,S08000021
S01008040,S02001507,S13002562,S12000045,S16000089,S03000015,S08000021
S01008041,S02001508,S13002562,S12000045,S16000089,S03000015,S08000021
S01008042,S02001508,S13002562,S12000045,S16000089,S03000015,S08000021
S01008043,S02001508,S13002562,S12000045,S16000089,S03000015,S08000021
S01008044,S02001508,S13002562,S12000045,S16000089,S03000015,S08000021
S01008045,S02001509,S13002562,S12000045,S16000089,S03000015,S08000021
S01008046,S02001509,S13002562,S12000045,S16000089,S03000015,S08000021
S01008047,S02001509,S13002562,S12000045,S16000089,S03000015,S08000021
S01008048,S02001509,S13002562,S12000045,S16000089,S03000015,S08000021
S01008049,S02001509,S13002562,S12000045,S16000089,S03000015,S08000021
S01008050,S02001510,S13002563,S12000045,S16000089,S03000015,S08000021
S01008051,S02001510,S13002563,S12000045,S16000089,S03000015,S08000021
S01008052,S02001510,S13002563,S12000045,S16000089,S03000015,S08000021
S01008053,S02001510,S13002563,S12000045,S16000089,S03000015,S08000021
S01008054,S02001511,S13002563,S12000045,S16000089,S03000015,S08000021
S01008055,S02001511,S13002563,S12000045,S16000089,S03000015,S08000021
S01008056,S02001511,S13002563,S12000045,S16000089,S03000015,S08000021
S01008057,S02001511,S13002563,S12000045,S16000089,S03000015,S08000021
S01008058,S02001512,S13002563,S12000045,S16000089,S03000015,S08000021
S01008059,S02001512,S13002563,S12000045,S16000089,S03000015,S08000021
S01008060,S02001512,S13002563,S12000045,S16000089,S03000015,S08000021
S01008061,S02001512,S13002563,S12000045,S16000089,S03000015,S08000021
S01008062,S02001512,S13002563,S12000045,S16000089,S03000015,S08000021
S01008063,S02001513,S13002563,S12000045,S16000089,S03000015,S08000021
S01008064,S02001513,S13002563,S12000045,S16000089,S03000015,S08000021
S01008065,S02001513,S13002563,S12000045,S16000089,S03000015,S08000021
S01008066,S02001513,S13002563,S12000045,S16000089,S03000015,S08000021
S01008067,S02001513,S13002564,S12000045,S16000145,S03000015,S08000021
S01008068,S02001514,S13002564,S12000045,S16000145,S03000015,S08000021
S01008069,S02001514,S13002564,S12000045,S16000145,S03000015,S08000021
S01008070,S02001514,S13002564,S12000045,S16000145,S03000015,S08000021
S01008071,S02001515,S13002564,S12000045,S16000145,S03000015,S08000021
S01008072,S02001515,S13002564,S12000045,S16000145,S03000015,S08000021
S01008073,S02001515,S13002564,S12000045,S16000145,S03000015,S08000021
S01008074,S02001515,S13002564,S12000045,S16000145,S03000015,S08000021
S01008075,S02001515,S13002564,S12000045,S16000145,S03000015,S08000021
S01008076,S02001516,S13002564,S12000045,S16000145,S03000015,S08000021
S01008077,S02001516,S13002564,S12000045,S16000145,S03000015,S08000021
S01008078,S02001516,S13002564,S12000045,S16000145,S03000015,S08000021
S01008079,S02001516,S13002564,S12000045,S16000145,S03000015,S08000021
S01008080,S02001517,S13002564,S12000045,S16000145,S03000015,S08000021
S01008081,S02001517,S13002564,S12000045,S16000145,S03000015,S08000021
S01008082,S02001517,S13002564,S12000045,S16000145,S03000015,S08000021
S01008083,S02001517,S13002564,S12000045,S16000145,S03000015,S08000021
S01008084,S02001518,S13002566,S12000045,S16000145,S03000015,S08000021
S01008085,S02001518,S13002566,S12000045,S16000145,S03000015,S08000021
S01008086,S02001518,S13002566,S12000045,S16000145,S03000015,S08000021
S01008087,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008088,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008089,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008090,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008091,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008092,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008093,S02001519,S13002566,S12000045,S16000145,S03000015,S08000021
S01008094,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008095,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008096,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008097,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008098,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008099,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008100,S02001520,S13002566,S12000045,S16000145,S03000015,S08000021
S01008101,S02001520,S13002833,S12000045,S16000145,S03000015,S08000021
S01008102,S02001521,S13002833,S12000045,S16000145,S03000015,S08000021
S01008103,S02001521,S13002833,S12000045,S16000145,S03000015,S08000021
S01008104,S02001521,S13002833,S12000045,S16000145,S03000015,S08000021
S01008105,S02001521,S13002833,S12000045,S16000145,S03000015,S08000021
S01008106,S02001521,S13002833,S12000045,S16000145,S03000015,S08000021
S01008107,S02001521,S13002833,S12000045,S16000145,S03000015,S08000021
S01008108,S02001522,S13002833,S12000045,S16000145,S03000015,S08000021
S01008109,S02001522,S13002833,S12000045,S16000145,S03000015,S08000021
S01008110,S02001522,S13002833,S12000045,S16000145,S03000015,S08000021
